name,address,latitude,longitude,brand
Jollibee,"unit E University Tower, # 728 Pedro Gil cor. Dr. Vasquez st. Malate Manila Manila City, Malate, Manila, 1004 Metro Manila, Philippines",14.5751767,120.9865262,Jollibee
Jollibee Pinagtipunan Circle Potrero,"3 Pinagtipunan Cir, Potrero, Malabon, 1475 Metro Manila, Philippines",14.6637299,120.983994,Jollibee
Jollibee Juan Luna Pampanga,"2130 Juan Luna St, Tondo, Manila, 1013 Metro Manila, Philippines",14.628737,120.974046,Jollibee
Jollibee,"G/F, STI HOLDINGS BLDG, 6764 Ayala Ave, Makati City, 1229 Metro Manila, Philippines",14.555981499999998,121.0215942,Jollibee
McDonald's,"Upper McKinley Hl, Taguig, 1627 Metro Manila, Philippines",14.534069699999998,121.0506465,McDonald's
McDonald's Commerce Ave,"Commerce Ave, Corner Spectrum St, Alabang, Muntinlupa, 1781 Metro Manila, Philippines",14.4201425,121.0358358,McDonald's
McDonald's Victory Mall,"1659 Rizal Avenue Monumento, Caloocan, 1008 Metro Manila, Philippines",14.655595999999997,120.983358,McDonald's
McDonald's,"100 Jupiter, Makati City, 1209 Metro Manila, Philippines",14.562321299999999,121.02793969999998,McDonald's
McDonald's P. Guevarra,"256 P. Guevarra St, San Juan City, 1500 Metro Manila, Philippines",14.604090000000001,121.0324462,McDonald's
McDonald's,"322-B P. Tuazon Blvd, Project 4, Quezon City, 1109 Metro Manila, Philippines",14.621236399999999,121.0636973,McDonald's
McDonald's,"8001 Epifanio de los Santos Ave, Project 7, Quezon City, 1105 Metro Manila, Philippines",14.657159000000002,121.02107799999999,McDonald's
McDonald's Sta Ana,"2242 Pedro Gil St, Santa Ana, Manila, 1009 Metro Manila, Philippines",14.581385800000001,121.01258639999999,McDonald's
McDonald's,"Taft Ave, corner Pedro Gil St, Ermita, Manila, 1000 Metro Manila, Philippines",14.5764748,120.98830269999999,McDonald's
McDonald's,"2 Aurora Blvd, Project 3, Quezon City, 1102 Metro Manila, Philippines",14.6279576,121.0633546,McDonald's
McDonald's,"1344 Epifanio de los Santos Ave, Makati City, 1233 Metro Manila, Philippines",14.539319100000002,121.01241510000001,McDonald's
McDonald's,"Caruncho Ave, Pasig, 1600 Metro Manila, Philippines",14.5581456,121.08252729999998,McDonald's
McDonald's,"107 Eulogio Rodriguez Jr. Ave, Quezon City, 1110 Metro Manila, Philippines",14.6020485,121.07964199999998,McDonald's
McDonald's,"F@st Bytes, Alabang, Muntinlupa, 1781 Metro Manila, Philippines",14.4254172,121.0397874,McDonald's
McDonald's,"Evangelista St, Pasig, 1610 Metro Manila, Philippines",14.610029400000002,121.091814,McDonald's
McDonald's Zabarte,"Zabarte Rd, Caloocan, 1422 Metro Manila, Philippines",14.755900899999997,121.04336199999999,McDonald's
McDonald's Concepcion Marikina,"Bayan-Bayanan Avenue Cor. E Santos, Candazo St, Marikina, 1800 Metro Manila, Philippines",14.650578399999999,121.1047669,McDonald's
McDonald's,"M. Naval St, Navotas, 1485 Metro Manila, Philippines",14.6585556,120.9474406,McDonald's
McDonald's,"Dahlia St, Cor Regalado Ave, West Fairview, Quezon City, Kalakhang Maynila, Philippines",14.6997491,121.06746480000001,McDonald's
McDonald's,"25 Lopez Dr, Makati City, 1210 Metro Manila, Philippines",14.565477000000001,121.03599299999999,McDonald's
McDonald's Philcoa,"L2 Citimall Building , Commonwealth Avenue, San Vicente , Philcoa, Quezon City, Metro Manila, Philippines, Diliman, Quezon City, 1101 Metro Manila, Philippines",14.653694,121.05358199999999,McDonald's
McDonald's QH Novaliches,"483 Quirino Hwy, Quezon City, 1116 Metro Manila, Philippines",14.686475399999999,121.0240579,McDonald's
McDonald's C Raymundo,"200 C. Raymundo Ave, Pasig, 1600 Metro Manila, Philippines",14.570666499999998,121.082399,McDonald's
McDonald's,"1200 Valero, Makati, 1227 Kalakhang Maynila, Philippines",14.5606689,121.0180172,McDonald's
McDonald's Luzon Commonwealth,"2 Luzon Ave, Quezon City, 1119 Metro Manila, Philippines",14.6661661,121.07061139999999,McDonald's
